year,title,passing,director,writer,producer,overall
2016.0,The Birth of a Nation,0,0.0,0.0,0,0.0
2016.0,Blair Witch,0,0.0,0.0,0,0.0
2016.0,The Boss,1,0.0,1.0,0,1.0
2016.0,The Boy,1,0.0,0.0,0,0.0
2016.0,Bridget Jones's Baby,1,1.0,1.0,1,3.0
2016.0,The Brothers Grimsby,0,0.0,0.0,1,1.0
2016.0,Busanhaeng,1,0.0,0.0,0,0.0
2016.0,Cafe Society,0,0.0,0.0,1,1.0
2016.0,Captain America: Civil War,1,0.0,0.0,1,1.0
2016.0,Captain Fantastic,1,0.0,0.0,0,0.0
2016.0,Catfight,1,0.0,0.0,0,0.0
2016.0,Central Intelligence,0,0.0,0.0,0,0.0
2016.0,Certain Women,1,1.0,1.0,0,2.0
2016.0,The Choice,1,0.0,0.0,0,0.0
2016.0,Christine,1,0.0,0.0,0,0.0
2016.0,Collateral Beauty,0,0.0,0.0,0,0.0
2016.0,Colossal,0,0.0,0.0,0,0.0
2016.0,The Conjuring 2,1,0.0,0.0,0,0.0
2016.0,Contratiempo,0,0.0,0.0,0,0.0
2016.0,Criminal,1,0.0,0.0,1,1.0
2016.0,"Crouching Tiger, Hidden Dragon: Sword of Destiny",1,0.0,0.0,0,0.0
2016.0,Dad's Army,1,0.0,0.0,0,0.0
2016.0,Dangal,1,0.0,0.0,1,1.0
2016.0,The Darkness,0,0.0,0.0,0,0.0
2016.0,Deadpool,0,0.0,0.0,1,1.0
2016.0,Dear Eleanor,1,0.0,0.0,0,0.0
2016.0,Deepwater Horizon,0,0.0,0.0,0,0.0
2016.0,Demain tout commence,1,0.0,0.0,0,0.0
2016.0,Denial,1,0.0,0.0,0,0.0
2016.0,Dernieres nouvelles du cosmos,1,1.0,0.0,0,1.0
2016.0,Die letzte Sau,0,0.0,0.0,0,0.0
2016.0,Dirty 30,1,0.0,1.0,0,1.0
2016.0,Dirty Grandpa,0,0.0,0.0,0,0.0
2016.0,The Divergent Series: Allegiant,1,0.0,1.0,0,1.0
2016.0,Divines,1,1.0,1.0,0,2.0
2016.0,Doctor Strange,0,0.0,0.0,1,1.0
2016.0,Don't Breathe,1,0.0,0.0,0,0.0
2016.0,Don't Hang Up,0,0.0,0.0,0,0.0
2016.0,The Dragon Spell,0,0.0,0.0,0,0.0
2016.0,The Duel,0,0.0,0.0,0,0.0
2016.0,The Eagle Huntress,0,0.0,0.0,1,1.0
2016.0,Eddie the Eagle,0,0.0,0.0,0,0.0
2016.0,The Edge of Seventeen,1,1.0,1.0,0,2.0
2016.0,El Olivo,1,1.0,0.0,0,1.0
2016.0,Elle,1,0.0,0.0,0,0.0
2016.0,Elvis & Nixon,0,1.0,0.0,0,1.0
2016.0,Equity,1,1.0,1.0,0,2.0
2016.0,Everybody Wants Some,0,0.0,0.0,1,1.0
2016.0,Extremis,1,0.0,0.0,0,0.0
2016.0,Fantastic Beasts and Where to Find Them,1,0.0,1.0,0,1.0
2016.0,Fences,1,0.0,0.0,0,0.0
2016.0,Final Fantasy XV,1,0.0,0.0,0,0.0
2016.0,Finding Dory,1,0.0,1.0,1,2.0
2016.0,The Finest Hours,1,0.0,0.0,1,1.0
2016.0,First Girl I Loved,1,0.0,0.0,0,0.0
2016.0,Florence Foster Jenkins,1,0.0,0.0,0,0.0
2016.0,The Forest,1,0.0,0.0,0,0.0
2016.0,Free Fire,0,0.0,1.0,0,1.0
2016.0,Free State of Jones,0,0.0,0.0,0,0.0
2016.0,The Fundamentals of Caring,1,0.0,0.0,0,0.0
2016.0,Ghostbusters,1,0.0,1.0,1,2.0
2016.0,The Girl on the Train,1,0.0,1.0,0,1.0
2016.0,The Girl with All the Gifts,1,0.0,0.0,0,0.0
2016.0,Gods of Egypt,0,0.0,0.0,0,0.0
2016.0,Grüße aus Fukushima (Greetings from Fukushima),1,1.0,1.0,0,2.0
2016.0,Grease Live!,1,0.0,0.0,0,0.0
2016.0,The Great Wall,0,0.0,0.0,0,0.0
2016.0,Hacksaw Ridge,0,0.0,0.0,0,0.0
2016.0,"Hail, Caesar!",0,0.0,0.0,0,0.0
2016.0,Hairspray Live!,1,0.0,0.0,0,0.0
2016.0,The Handmaiden (Ah-ga-ssi),1,0.0,1.0,0,1.0
2016.0,Hardcore Henry,0,0.0,0.0,0,0.0
2016.0,Hell or High Water,0,0.0,0.0,1,1.0
2016.0,Hidden Figures,1,0.0,1.0,1,2.0
2016.0,High Strung,0,0.0,0.0,0,0.0
2016.0,Hounds of Love,1,0.0,0.0,0,0.0
2016.0,House on Willow Street,1,0.0,0.0,0,0.0
2016.0,How to Be Single,1,0.0,0.0,1,1.0
2016.0,Hunt for the Wilderpeople,1,0.0,0.0,0,0.0
2016.0,The Huntsman: Winter's War,1,0.0,0.0,0,0.0
2016.0,Hurricane Bianca,1,0.0,0.0,0,0.0
2016.0,Hush,1,0.0,1.0,0,1.0
2016.0,I Am the Pretty Thing That Lives in the House,1,0.0,0.0,0,0.0
2016.0,"I, Daniel Blake",1,0.0,0.0,1,1.0
2016.0,In a Valley of Violence,0,0.0,0.0,0,0.0
2016.0,Independence Day: Resurgence,1,0.0,0.0,1,1.0
2016.0,Inferno,0,0.0,0.0,0,0.0
2016.0,The Infiltrator,1,0.0,0.0,0,0.0
2016.0,It's Only the End of the World,1,0.0,0.0,0,0.0
2016.0,Jack Reacher: Never Go Back,1,0.0,0.0,0,0.0
2016.0,Jane Got a Gun,0,0.0,0.0,1,1.0
2016.0,Jason Bourne,0,0.0,0.0,0,0.0
2016.0,Julieta,1,0.0,0.0,0,0.0
2016.0,The Jungle Book,0,0.0,0.0,1,1.0
2016.0,Justice League vs. Teen Titans,1,0.0,0.0,0,0.0
2016.0,Keanu,1,0.0,0.0,0,0.0
2016.0,Keeping Up with the Joneses,1,0.0,0.0,1,1.0
2016.0,Kill Command,0,0.0,0.0,0,0.0
2016.0,Kimi no na wa.,1,0.0,0.0,0,0.0
2016.0,King Dave,0,0.0,0.0,0,0.0
2016.0,King of the Dancehall,0,0.0,0.0,0,0.0
2016.0,Kubo and the Two Strings,0,0.0,0.0,0,0.0
2016.0,Kung Fu Panda 3,1,1.0,0.0,0,1.0
2016.0,La La Land,1,0.0,0.0,0,0.0
2016.0,The Legend of Tarzan,0,0.0,0.0,0,0.0
2016.0,Les innocentes,1,1.0,1.0,0,2.0
2016.0,Liberty's Secret,1,0.0,0.0,0,0.0
2016.0,The Light Between Oceans,1,0.0,0.0,0,0.0
2016.0,Lights Out,1,0.0,0.0,0,0.0
2016.0,Lion,0,0.0,0.0,0,0.0
2016.0,Little Sister,1,0.0,0.0,0,0.0
2016.0,Live by Night,0,0.0,0.0,0,0.0
2016.0,The Lost City of Z,0,0.0,0.0,1,1.0
2016.0,Love & Friendship,1,0.0,0.0,0,0.0
2016.0,The Love Witch,1,1.0,1.0,1,3.0
2016.0,Loving,1,0.0,0.0,0,0.0
2016.0,magnificent 7,0,0.0,0.0,0,0.0
2016.0,Manchester by the Sea,1,0.0,0.0,0,0.0
2016.0,Marauders,0,0.0,0.0,0,0.0
2016.0,Maudie,1,1.0,1.0,0,2.0
2016.0,Me Before You,1,1.0,1.0,1,3.0
2016.0,Meet the Blacks,1,0.0,0.0,0,0.0
2016.0,Middle School: The Worst Years of My Life,1,0.0,0.0,0,0.0
2016.0,Midnight Special,0,0.0,0.0,1,1.0
2016.0,Mike and Dave Need Wedding Dates,1,0.0,0.0,0,0.0
2016.0,Miss Peregrine's Home for Peculiar Children,1,0.0,1.0,0,1.0
2016.0,Miss Sloane,1,0.0,0.0,0,0.0
2016.0,Moana,1,0.0,1.0,1,2.0
2016.0,Money Monster,1,1.0,0.0,0,1.0
